4,1,-50,50,-1,-90,0,0
4,1,-45,50,-1,-90,0,0
4,1,-40,50,-1,-90,0,0
4,1,-35,50,-1,-90,0,0
4,1,-30,50,-1,-90,0,0
4,1,-25,50,-1,-90,0,0
4,1,-20,50,-1,-90,0,0
4,1,-15,50,-1,-90,0,0
4,1,-10,50,-1,-90,0,0
4,1,-5,50,-1,-90,0,0
4,1,0,50,-1,-90,0,0
4,1,5,50,-1,-90,0,0
4,1,10,50,-1,-90,0,0
4,1,15,50,-1,-90,0,0
4,1,20,50,-1,-90,0,0
4,1,25,50,-1,-90,0,0
4,1,30,50,-1,-90,0,0
4,1,35,50,-1,-90,0,0
4,1,40,50,-1,-90,0,0
4,1,45,50,-1,-90,0,0
4,1,50,50,-1,-90,0,0
4,2,-50,50,-49,-90,0,0
4,2,-45,50,-49,-90,0,0
4,2,-40,50,-49,-90,0,0
4,2,-35,50,-49,-90,0,0
4,2,-30,50,-49,-90,0,0
4,2,-25,50,-49,-90,0,0
4,2,-20,50,-49,-90,0,0
4,2,-15,50,-49,-90,0,0
4,2,-10,50,-49,-90,0,0
4,2,-5,50,-49,-90,0,0
4,2,0,50,-49,-90,0,0
4,2,5,50,-49,-90,0,0
4,2,10,50,-49,-90,0,0
4,2,15,50,-49,-90,0,0
4,2,20,50,-49,-90,0,0
4,2,25,50,-49,-90,0,0
4,2,30,50,-49,-90,0,0
4,2,35,50,-49,-90,0,0
4,2,40,50,-49,-90,0,0
4,2,45,50,-49,-90,0,0
4,2,50,50,-49,-90,0,0
